Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Year,Month_Number,Month,Year_Month,Profit_Margin_Percent
ORD-00024,2025-05-27,CUST-0896,Consumer,British Columbia,Clothing,Shoes,1,153.56,0.1,138.2,76.2,62.0,2025,5,May,2025-05,44.86251808972504
ORD-00025,2024-02-05,CUST-0916,Consumer,Alberta,Office Supplies,Notebook,4,25.23,0.0,100.92,64.37,36.55,2024,2,Feb,2024-02,36.21680539040824
ORD-00026,2023-10-11,CUST-0609,Corporate,Ontario,Furniture,Lamp,3,463.73,0.05,1321.63,851.82,469.81,2023,10,Oct,2023-10,35.547770556055774
ORD-00027,2023-06-07,CUST-0017,Small Business,Manitoba,Electronics,Headphones,4,916.08,0.0,3664.32,2653.98,1010.34,2023,6,Jun,2023-06,27.572373591826043
ORD-00028,2024-11-30,CUST-0099,Small Business,Manitoba,Clothing,Shoes,5,23.56,0.05,111.91,90.76,21.15,2024,11,Nov,2024-11,18.899115360557587
ORD-00029,2024-11-16,CUST-0570,Consumer,Quebec,Furniture,Office Chair,2,319.38,0.1,574.88,461.49,113.39,2024,11,Nov,2024-11,19.724116337322574
ORD-00030,2025-11-28,CUST-0246,Consumer,Quebec,Electronics,Monitor,1,1583.56,0.15,1346.03,789.97,556.06,2025,11,Nov,2025-11,41.311114908285845
ORD-00031,2023-01-20,CUST-0685,Corporate,Alberta,Clothing,Jacket,4,160.65,0.05,610.47,418.42,192.05,2023,1,Jan,2023-01,31.45936737268007
ORD-00032,2023-05-30,CUST-0125,Consumer,Ontario,Clothing,Shoes,3,153.14,0.05,436.45,303.99,132.46,2023,5,May,2023-05,30.349410012601673
ORD-00033,2023-01-05,CUST-0620,Consumer,Manitoba,Electronics,Keyboard,1,259.26,0.15,220.37,137.36,83.01,2023,1,Jan,2023-01,37.66846666969189
ORD-00034,2024-10-18,CUST-0106,Consumer,British Columbia,Electronics,Keyboard,4,1160.06,0.0,4640.24,3766.83,873.41,2024,10,Oct,2024-10,18.822517800803407
ORD-00035,2025-10-09,CUST-0908,Consumer,Quebec,Furniture,Desk,5,71.55,0.0,357.75,238.13,119.62,2025,10,Oct,2025-10,33.43675751222921
ORD-00036,2024-12-04,CUST-0272,Consumer,Manitoba,Electronics,Monitor,1,458.22,0.1,412.4,257.99,154.41,2024,12,Dec,2024-12,37.44180407371484
ORD-00037,2025-12-28,CUST-0974,Consumer,Alberta,Furniture,Cabinet,3,531.13,0.15,1354.38,750.17,604.21,2025,12,Dec,2025-12,44.61155657939426
ORD-00038,2023-12-23,CUST-0734,Consumer,Quebec,Electronics,Monitor,5,1382.34,0.05,6566.12,3918.42,2647.69,2023,12,Dec,2023-12,40.32350916523
ORD-00039,2025-10-12,CUST-0769,Corporate,Alberta,Clothing,Shoes,2,30.42,0.1,54.76,37.55,17.2,2025,10,Oct,2025-10,31.40978816654492
ORD-00040,2024-01-15,CUST-0675,Consumer,Manitoba,Office Supplies,Printer Paper,3,8.05,0.15,20.53,15.04,5.48,2024,1,Jan,2024-01,26.69264490988797
ORD-00041,2023-10-12,CUST-0556,Consumer,Quebec,Furniture,Lamp,1,582.05,0.2,465.64,369.93,95.71,2023,10,Oct,2023-10,20.554505626664373
ORD-00042,2025-10-18,CUST-0970,Corporate,Ontario,Electronics,Monitor,1,1240.51,0.1,1116.46,730.23,386.23,2025,10,Oct,2025-10,34.59416369596761
ORD-00043,2025-10-17,CUST-0729,Consumer,Quebec,Furniture,Desk,5,642.23,0.2,2568.92,1440.09,1128.83,2025,10,Oct,2025-10,43.94181212338258
ORD-00044,2024-10-24,CUST-0664,Small Business,Manitoba,Furniture,Bookshelf,4,891.93,0.05,3389.33,2574.64,814.69,2024,10,Oct,2024-10,24.03690404888282
ORD-00045,2024-08-18,CUST-0062,Corporate,Manitoba,Electronics,Headphones,3,1340.94,0.0,4022.82,3192.87,829.95,2024,8,Aug,2024-08,20.631049860545588
ORD-00046,2024-12-18,CUST-0455,Corporate,Alberta,Clothing,Jacket,5,32.3,0.2,129.2,74.24,54.96,2024,12,Dec,2024-12,42.53869969040248
ORD-00047,2024-07-22,CUST-0484,Consumer,Manitoba,Office Supplies,Folders,4,15.55,0.0,62.2,45.5,16.7,2024,7,Jul,2024-07,26.848874598070736
ORD-00048,2025-10-29,CUST-0588,Corporate,Alberta,Furniture,Desk,5,425.3,0.05,2020.18,1174.95,845.22,2025,10,Oct,2025-10,41.838846043421874
ORD-00049,2023-01-29,CUST-0517,Consumer,British Columbia,Clothing,Sweater,1,71.19,0.15,60.51,44.82,15.69,2023,1,Jan,2023-01,25.929598413485373
ORD-00050,2025-12-29,CUST-0301,Corporate,British Columbia,Office Supplies,Folders,4,47.62,0.0,190.48,151.45,39.03,2025,12,Dec,2025-12,20.49034019319614
ORD-00051,2025-01-23,CUST-0653,Consumer,Quebec,Office Supplies,Pens,3,33.6,0.0,100.8,68.85,31.95,2025,1,Jan,2025-01,31.69642857142857
ORD-00052,2025-04-03,CUST-0505,Consumer,Manitoba,Office Supplies,Folders,1,99.62,0.1,89.66,55.06,34.6,2025,4,Apr,2025-04,38.59022975685925
ORD-00053,2023-07-22,CUST-0886,Small Business,Alberta,Clothing,Shoes,5,244.92,0.0,1224.6,968.18,256.42,2023,7,Jul,2023-07,20.939082149273236
ORD-00054,2024-10-17,CUST-0513,Corporate,British Columbia,Office Supplies,Stapler,1,13.67,0.0,13.67,8.61,5.06,2024,10,Oct,2024-10,37.01536210680322
ORD-00055,2024-11-28,CUST-0090,Consumer,Alberta,Electronics,Mouse,5,223.42,0.0,1117.1,671.15,445.95,2024,11,Nov,2024-11,39.920329424402475
ORD-00056,2024-04-05,CUST-0929,Corporate,Manitoba,Electronics,Laptop,3,493.81,0.1,1333.29,926.3,406.99,2024,4,Apr,2024-04,30.525242070367288
ORD-00057,2024-03-25,CUST-0921,Consumer,Quebec,Electronics,Keyboard,2,1486.78,0.05,2824.88,1996.95,827.93,2024,3,Mar,2024-03,29.308501600067967
ORD-00058,2023-06-26,CUST-0239,Consumer,Quebec,Office Supplies,Folders,1,8.03,0.15,6.83,4.64,2.19,2023,6,Jun,2023-06,32.06442166910688
ORD-00059,2024-01-20,CUST-0511,Consumer,Alberta,Furniture,Bookshelf,5,765.8,0.0,3829.0,2144.02,1684.98,2024,1,Jan,2024-01,44.00574562548968
ORD-00060,2023-03-24,CUST-0714,Consumer,Ontario,Clothing,Sweater,5,249.23,0.1,1121.53,836.72,284.81,2023,3,Mar,2023-03,25.394773211594874
ORD-00061,2023-02-03,CUST-0800,Consumer,Quebec,Electronics,Keyboard,4,519.9,0.0,2079.6,1520.93,558.67,2023,2,Feb,2023-02,26.864300827082133
ORD-00062,2025-02-01,CUST-0990,Consumer,Manitoba,Furniture,Bookshelf,4,492.14,0.15,1673.28,1357.62,315.66,2025,2,Feb,2025-02,18.864744693057947
ORD-00063,2025-03-08,CUST-0850,Consumer,British Columbia,Office Supplies,Printer Paper,4,97.58,0.2,312.26,223.01,89.25,2025,3,Mar,2025-03,28.58195093832063
ORD-00064,2023-03-22,CUST-0759,Small Business,Alberta,Clothing,Shoes,1,145.91,0.15,124.02,81.49,42.53,2023,3,Mar,2023-03,34.2928559909692
ORD-00065,2023-02-22,CUST-0774,Consumer,British Columbia,Furniture,Office Chair,4,468.3,0.0,1873.2,1053.45,819.75,2023,2,Feb,2023-02,43.76201153106983
ORD-00066,2025-06-18,CUST-0971,Consumer,Ontario,Office Supplies,Pens,1,13.72,0.05,13.03,9.23,3.81,2025,6,Jun,2025-06,29.240214888718345
ORD-00067,2025-10-25,CUST-0789,Consumer,Quebec,Clothing,Jeans,2,138.5,0.1,249.3,152.18,97.12,2025,10,Oct,2025-10,38.95707982350582
ORD-00068,2025-03-04,CUST-0546,Corporate,Ontario,Electronics,Headphones,5,1003.48,0.05,4766.53,2887.14,1879.39,2025,3,Mar,2025-03,39.428892716504464
ORD-00069,2024-09-16,CUST-0008,Consumer,Alberta,Office Supplies,Pens,5,110.9,0.0,554.5,434.97,119.53,2024,9,Sep,2024-09,21.556357078449054
ORD-00070,2025-06-01,CUST-0312,Corporate,British Columbia,Electronics,Monitor,2,1376.32,0.1,2477.38,1387.09,1090.28,2025,6,Jun,2025-06,44.00939702427564
ORD-00071,2024-04-29,CUST-0631,Consumer,Ontario,Furniture,Lamp,3,787.13,0.05,2243.32,1297.35,945.98,2024,4,Apr,2024-04,42.168749888558025
ORD-00072,2023-03-08,CUST-0580,Corporate,Quebec,Clothing,T-Shirt,1,143.13,0.15,121.66,86.41,35.25,2023,3,Mar,2023-03,28.97419036659543
ORD-00073,2024-11-22,CUST-0613,Corporate,Quebec,Electronics,Monitor,1,1019.42,0.1,917.48,598.44,319.04,2024,11,Nov,2024-11,34.77351004926538
ORD-00074,2024-09-15,CUST-0277,Consumer,British Columbia,Electronics,Keyboard,5,1776.2,0.2,7104.8,3922.09,3182.71,2024,9,Sep,2024-09,44.79661637203017
ORD-00075,2023-01-06,CUST-0920,Consumer,Alberta,Electronics,Laptop,3,176.61,0.0,529.83,391.11,138.72,2023,1,Jan,2023-01,26.181982900175527
ORD-00076,2025-11-15,CUST-0715,Consumer,Alberta,Clothing,Jacket,3,132.87,0.15,338.82,252.08,86.74,2025,11,Nov,2025-11,25.60061389528363
ORD-00077,2024-07-12,CUST-0140,Corporate,Manitoba,Electronics,Monitor,3,606.29,0.0,1818.87,1361.95,456.92,2024,7,Jul,2024-07,25.12109166680412
ORD-00078,2023-09-18,CUST-0010,Consumer,Alberta,Furniture,Cabinet,3,322.55,0.0,967.65,620.15,347.5,2023,9,Sep,2023-09,35.91174494910349
ORD-00079,2023-11-14,CUST-0911,Corporate,Quebec,Electronics,Monitor,5,190.09,0.0,950.45,552.69,397.76,2023,11,Nov,2023-11,41.849650165710976
ORD-00080,2025-07-06,CUST-0320,Consumer,Manitoba,Electronics,Keyboard,4,1691.17,0.05,6426.45,5142.07,1284.38,2025,7,Jul,2025-07,19.985839771569065
ORD-00081,2025-04-30,CUST-0005,Corporate,Quebec,Electronics,Laptop,4,1359.64,0.0,5438.56,3232.42,2206.14,2025,4,Apr,2025-04,40.564781854020175
ORD-00082,2025-03-10,CUST-0616,Consumer,Ontario,Clothing,Jacket,1,221.76,0.1,199.58,134.13,65.46,2025,3,Mar,2025-03,32.7988776430504
ORD-00083,2023-04-14,CUST-0821,Corporate,British Columbia,Office Supplies,Notebook,1,31.7,0.05,30.12,20.89,9.23,2023,4,Apr,2023-04,30.644090305444887
ORD-00084,2024-04-22,CUST-0669,Small Business,Alberta,Furniture,Bookshelf,2,583.55,0.0,1167.1,892.12,274.98,2024,4,Apr,2024-04,23.560963070859398
ORD-00085,2024-08-20,CUST-0196,Corporate,Manitoba,Clothing,Jacket,5,91.7,0.15,389.72,229.41,160.32,2024,8,Aug,2024-08,41.13722672688083
ORD-00086,2025-08-05,CUST-0216,Consumer,Manitoba,Clothing,Jacket,5,43.67,0.0,218.35,169.99,48.36,2025,8,Aug,2025-08,22.14792763911152
ORD-00087,2025-01-24,CUST-0627,Consumer,Quebec,Furniture,Lamp,4,244.86,0.15,832.52,460.63,371.89,2025,1,Jan,2025-01,44.670398308749334
ORD-00088,2025-03-25,CUST-0023,Consumer,British Columbia,Electronics,Headphones,2,1494.3,0.0,2988.6,1827.18,1161.42,2025,3,Mar,2025-03,38.861674362577794
ORD-00089,2024-11-13,CUST-0828,Small Business,Alberta,Electronics,Headphones,2,280.54,0.1,504.97,280.2,224.77,2024,11,Nov,2024-11,44.511555141889616
ORD-00090,2025-10-10,CUST-0905,Consumer,Ontario,Clothing,Sweater,2,232.17,0.15,394.69,256.98,137.71,2025,10,Oct,2025-10,34.89067369327827
ORD-00091,2025-04-04,CUST-0983,Consumer,British Columbia,Clothing,Jacket,5,46.04,0.0,230.2,138.19,92.01,2025,4,Apr,2025-04,39.96959165942659
ORD-00092,2025-07-25,CUST-0117,Consumer,Alberta,Office Supplies,Folders,5,48.62,0.0,243.1,186.4,56.7,2025,7,Jul,2025-07,23.323735088440973
ORD-00093,2025-07-27,CUST-0640,Consumer,British Columbia,Furniture,Bookshelf,2,834.52,0.05,1585.59,1265.27,320.32,2025,7,Jul,2025-07,20.201943755952044
ORD-00094,2025-09-29,CUST-0063,Corporate,Alberta,Electronics,Laptop,5,914.62,0.2,3658.48,2370.13,1288.35,2025,9,Sep,2025-09,35.21544466554416
ORD-00095,2024-04-20,CUST-0342,Consumer,Ontario,Electronics,Laptop,4,349.23,0.05,1327.07,929.58,397.5,2024,4,Apr,2024-04,29.953205181339342
ORD-00096,2024-10-31,CUST-0032,Consumer,Manitoba,Electronics,Headphones,3,736.27,0.0,2208.81,1750.43,458.38,2024,10,Oct,2024-10,20.752350813333877
ORD-00097,2023-04-24,CUST-0988,Consumer,British Columbia,Furniture,Bookshelf,3,105.85,0.05,301.67,208.63,93.04,2023,4,Apr,2023-04,30.841648158583883
ORD-00098,2023-06-11,CUST-0878,Consumer,Alberta,Electronics,Laptop,3,625.15,0.05,1781.68,1110.17,671.51,2023,6,Jun,2023-06,37.689708589645726
ORD-00099,2023-11-24,CUST-0443,Consumer,Manitoba,Clothing,Sweater,1,113.84,0.0,113.84,69.71,44.13,2023,11,Nov,2023-11,38.76493323963457
ORD-00100,2025-03-24,CUST-0288,Corporate,Alberta,Electronics,Laptop,2,1017.61,0.15,1729.94,1413.28,316.65,2025,3,Mar,2025-03,18.304103032475112
ORD-00101,2023-05-27,CUST-0151,Consumer,British Columbia,Clothing,Sweater,2,113.47,0.0,226.94,130.06,96.88,2023,5,May,2023-05,42.68969771745836
ORD-00102,2025-10-19,CUST-0746,Consumer,Alberta,Office Supplies,Stapler,1,85.95,0.15,73.06,46.92,26.13,2025,10,Oct,2025-10,35.765124555160135
ORD-00103,2025-05-03,CUST-0500,Corporate,Ontario,Clothing,Sweater,1,114.16,0.05,108.45,68.27,40.18,2025,5,May,2025-05,37.04933148916551
ORD-00104,2024-07-05,CUST-0521,Corporate,Ontario,Clothing,Jeans,1,225.75,0.05,214.46,147.63,66.83,2024,7,Jul,2024-07,31.161988249557027
ORD-00105,2025-03-15,CUST-0727,Consumer,Quebec,Electronics,Keyboard,2,779.31,0.05,1480.69,883.01,597.68,2025,3,Mar,2025-03,40.36496498254192
ORD-00106,2024-08-10,CUST-0378,Consumer,Quebec,Furniture,Desk,2,540.04,0.1,972.07,705.61,266.46,2024,8,Aug,2024-08,27.4116061600502
ORD-00107,2024-03-30,CUST-0821,Consumer,Ontario,Electronics,Keyboard,3,1623.53,0.1,4383.53,3121.69,1261.85,2024,3,Mar,2024-03,28.786160925099182
ORD-00108,2024-11-23,CUST-0819,Corporate,Quebec,Furniture,Cabinet,2,705.27,0.0,1410.54,1056.87,353.67,2024,11,Nov,2024-11,25.073376153813438
ORD-00109,2023-04-08,CUST-0227,Consumer,Manitoba,Electronics,Keyboard,4,544.54,0.1,1960.34,1235.45,724.89,2023,4,Apr,2023-04,36.977769162492216
ORD-00110,2025-08-15,CUST-0849,Small Business,British Columbia,Furniture,Desk,4,76.51,0.0,306.04,237.86,68.18,2025,8,Aug,2025-08,22.278133577310154
ORD-00111,2023-03-02,CUST-0217,Corporate,Quebec,Furniture,Desk,1,453.1,0.0,453.1,338.29,114.81,2023,3,Mar,2023-03,25.33877731185169
ORD-00112,2025-05-15,CUST-0102,Consumer,Manitoba,Furniture,Bookshelf,5,746.24,0.0,3731.2,3027.04,704.16,2025,5,May,2025-05,18.87221269296741
ORD-00113,2023-01-12,CUST-0815,Consumer,British Columbia,Electronics,Keyboard,1,1733.1,0.2,1386.48,929.53,456.95,2023,1,Jan,2023-01,32.95756159483007
ORD-00114,2024-04-10,CUST-0537,Consumer,British Columbia,Office Supplies,Folders,5,92.29,0.1,415.31,323.64,91.66,2024,4,Apr,2024-04,22.07026076906407
ORD-00115,2025-09-07,CUST-0794,Consumer,Manitoba,Clothing,Sweater,2,174.08,0.1,313.34,256.89,56.46,2025,9,Sep,2025-09,18.018765558179613
ORD-00116,2025-09-16,CUST-0223,Consumer,British Columbia,Office Supplies,Pens,2,111.31,0.05,211.49,161.73,49.75,2025,9,Sep,2025-09,23.52357085441392
ORD-00117,2025-03-15,CUST-0131,Consumer,Quebec,Electronics,Monitor,3,1172.62,0.1,3166.07,2152.57,1013.5,2025,3,Mar,2025-03,32.01129475974946
ORD-00118,2024-12-22,CUST-0397,Consumer,Manitoba,Office Supplies,Stapler,1,70.83,0.05,67.29,49.03,18.26,2024,12,Dec,2024-12,27.13627582107297
ORD-00119,2025-11-28,CUST-0781,Consumer,Manitoba,Office Supplies,Printer Paper,2,7.81,0.2,12.5,6.87,5.62,2025,11,Nov,2025-11,44.96
ORD-00120,2024-01-12,CUST-0239,Corporate,Ontario,Office Supplies,Folders,4,9.32,0.1,33.55,26.37,7.18,2024,1,Jan,2024-01,21.400894187779436
ORD-00121,2023-11-20,CUST-0670,Corporate,Manitoba,Furniture,Cabinet,1,676.94,0.0,676.94,437.13,239.81,2023,11,Nov,2023-11,35.425591632936445
ORD-00122,2023-07-06,CUST-0964,Small Business,Manitoba,Electronics,Laptop,1,1641.75,0.0,1641.75,1076.56,565.19,2023,7,Jul,2023-07,34.42606974265266
ORD-00123,2024-07-17,CUST-0711,Consumer,Alberta,Electronics,Mouse,3,772.03,0.2,1852.87,1513.94,338.93,2024,7,Jul,2024-07,18.292162968799754
ORD-00124,2025-01-22,CUST-0937,Small Business,Manitoba,Clothing,Sweater,2,211.05,0.0,422.1,275.93,146.17,2025,1,Jan,2025-01,34.6292347784885
ORD-00125,2024-02-23,CUST-0490,Corporate,Ontario,Electronics,Laptop,4,949.73,0.2,3039.14,1814.22,1224.92,2024,2,Feb,2024-02,40.304823074948835
ORD-00126,2025-08-09,CUST-0910,Consumer,Alberta,Electronics,Keyboard,5,431.14,0.05,2047.91,1454.21,593.7,2025,8,Aug,2025-08,28.990531810479954
ORD-00127,2025-08-12,CUST-0537,Consumer,Alberta,Furniture,Bookshelf,4,862.3,0.0,3449.2,2203.5,1245.7,2025,8,Aug,2025-08,36.115621013568365
ORD-00128,2025-08-30,CUST-0688,Small Business,Manitoba,Furniture,Bookshelf,2,664.91,0.05,1263.33,1023.01,240.32,2025,8,Aug,2025-08,19.02274148480603
ORD-00129,2023-02-09,CUST-0040,Consumer,Manitoba,Clothing,Sweater,5,130.53,0.2,522.12,367.71,154.41,2023,2,Feb,2023-02,29.573661227304065
ORD-00130,2025-02-19,CUST-0681,Corporate,Ontario,Office Supplies,Pens,4,104.84,0.15,356.46,279.52,76.93,2025,2,Feb,2025-02,21.581664141839198
ORD-00131,2025-01-30,CUST-0826,Consumer,Quebec,Clothing,Shoes,4,162.28,0.0,649.12,511.4,137.72,2025,1,Jan,2025-01,21.216416070988416
ORD-00132,2023-10-22,CUST-0989,Consumer,Manitoba,Electronics,Keyboard,2,438.52,0.15,745.48,577.51,167.98,2023,10,Oct,2023-10,22.53313301497022
ORD-00133,2025-10-04,CUST-0675,Consumer,Quebec,Office Supplies,Notebook,2,69.38,0.1,124.88,86.89,37.99,2025,10,Oct,2025-10,30.421204356181935
ORD-00134,2025-07-04,CUST-0278,Corporate,Quebec,Furniture,Desk,4,340.59,0.0,1362.36,1026.54,335.82,2025,7,Jul,2025-07,24.649872280454506
ORD-00135,2023-07-29,CUST-0474,Small Business,Manitoba,Clothing,Jacket,1,197.33,0.1,177.6,114.26,63.33,2023,7,Jul,2023-07,35.65878378378378
ORD-00136,2025-05-28,CUST-0033,Consumer,British Columbia,Furniture,Bookshelf,5,160.57,0.05,762.71,433.0,329.7,2025,5,May,2025-05,43.22743900040644
ORD-00137,2023-02-08,CUST-0397,Consumer,Manitoba,Electronics,Monitor,2,315.53,0.2,504.85,335.76,169.09,2023,2,Feb,2023-02,33.49311676735664
ORD-00138,2025-01-17,CUST-0849,Consumer,Manitoba,Office Supplies,Stapler,4,101.59,0.1,365.72,228.13,137.59,2025,1,Jan,2025-01,37.621677786284586
ORD-00139,2024-07-23,CUST-0257,Small Business,Quebec,Clothing,Sweater,3,166.86,0.0,500.58,408.31,92.27,2024,7,Jul,2024-07,18.432618162931
ORD-00140,2025-12-19,CUST-0539,Consumer,Ontario,Electronics,Laptop,4,1185.19,0.1,4266.68,2889.88,1376.8,2025,12,Dec,2025-12,32.26864916047137
ORD-00141,2024-11-23,CUST-0940,Small Business,Quebec,Electronics,Keyboard,4,1526.04,0.0,6104.16,4670.51,1433.65,2024,11,Nov,2024-11,23.486442032974235
ORD-00142,2025-10-13,CUST-0521,Consumer,Manitoba,Office Supplies,Notebook,1,5.14,0.1,4.63,2.85,1.77,2025,10,Oct,2025-10,38.22894168466523
ORD-00143,2023-12-04,CUST-0320,Consumer,British Columbia,Electronics,Keyboard,1,1772.38,0.0,1772.38,1009.48,762.9,2023,12,Dec,2023-12,43.04381678872476
ORD-00144,2024-02-05,CUST-0088,Consumer,Alberta,Office Supplies,Notebook,1,114.55,0.0,114.55,77.86,36.69,2024,2,Feb,2024-02,32.02968136185072
ORD-00145,2024-08-11,CUST-0801,Consumer,Quebec,Office Supplies,Printer Paper,2,94.22,0.0,188.44,129.98,58.46,2024,8,Aug,2024-08,31.023137338144767
ORD-00146,2023-11-13,CUST-0428,Corporate,Ontario,Clothing,T-Shirt,2,178.58,0.15,303.59,170.35,133.24,2023,11,Nov,2023-11,43.888138607991046
ORD-00147,2023-09-08,CUST-0111,Consumer,British Columbia,Clothing,Jacket,2,183.08,0.1,329.54,250.96,78.59,2023,9,Sep,2023-09,23.848394732050735
ORD-00148,2025-05-23,CUST-0700,Consumer,Quebec,Clothing,Shoes,2,157.42,0.05,299.1,167.8,131.3,2025,5,May,2025-05,43.89836175192243
ORD-00149,2024-11-15,CUST-0750,Consumer,Manitoba,Electronics,Mouse,5,316.6,0.1,1424.7,910.15,514.55,2024,11,Nov,2024-11,36.116375377272405
ORD-00150,2025-05-22,CUST-0312,Consumer,Alberta,Office Supplies,Pens,2,23.59,0.1,42.46,27.16,15.3,2025,5,May,2025-05,36.03391427225624
ORD-00151,2023-06-08,CUST-0725,Consumer,Alberta,Electronics,Keyboard,1,424.29,0.15,360.65,215.32,145.33,2023,6,Jun,2023-06,40.29668653819493
ORD-00152,2024-08-30,CUST-0947,Consumer,Quebec,Office Supplies,Stapler,4,47.67,0.05,181.15,126.2,54.94,2024,8,Aug,2024-08,30.328457079768146
ORD-00153,2023-07-05,CUST-0755,Small Business,Alberta,Office Supplies,Stapler,2,105.44,0.15,179.25,130.29,48.96,2023,7,Jul,2023-07,27.313807531380753
ORD-00154,2024-04-22,CUST-0752,Consumer,Alberta,Furniture,Desk,1,586.83,0.0,586.83,436.17,150.66,2024,4,Apr,2024-04,25.673534072900157
ORD-00155,2024-01-16,CUST-0502,Consumer,Ontario,Furniture,Desk,5,203.83,0.0,1019.15,680.83,338.32,2024,1,Jan,2024-01,33.196291026836086
ORD-00156,2024-04-04,CUST-0261,Consumer,Manitoba,Office Supplies,Notebook,1,49.97,0.05,47.47,37.11,10.37,2024,4,Apr,2024-04,21.8453760269644
ORD-00157,2023-05-13,CUST-0361,Consumer,British Columbia,Electronics,Keyboard,2,1594.75,0.05,3030.02,2214.15,815.88,2023,5,May,2023-05,26.92655494023142
ORD-00158,2023-06-14,CUST-0687,Corporate,Alberta,Clothing,Jacket,4,58.42,0.05,222.0,158.39,63.6,2023,6,Jun,2023-06,28.64864864864865
