Customer_ID,Last_Purchase_Date,Total_Orders,Total_Revenue,Total_Profit,Average_Order_Value,Recency_Days,Customer_Value_Segment
CUST-0069,2025-06-16,7,6521.87,2470.5600000000004,931.6957142857143,199,High Value
CUST-0070,2025-03-02,5,6825.07,2233.21,1365.014,305,High Value
CUST-0071,2023-08-02,2,10391.79,2450.27,5195.895,883,VIP
CUST-0072,2025-12-26,6,3259.4100000000003,1177.54,543.235,6,Medium Value
CUST-0073,2025-04-26,6,4067.04,1095.65,677.84,250,Medium Value
CUST-0074,2024-09-28,5,4437.360000000001,1143.39,887.4720000000001,460,Medium Value
CUST-0075,2025-12-12,4,3876.85,1047.73,969.2125,20,Medium Value
CUST-0076,2025-11-22,3,2010.03,599.79,670.01,40,Low Value
CUST-0077,2025-12-17,12,11934.570000000002,3411.02,994.5475000000001,15,VIP
CUST-0078,2025-08-09,6,5126.83,1530.44,854.4716666666667,145,Medium Value
CUST-0079,2025-01-10,3,3124.22,1171.54,1041.4066666666665,356,Medium Value
CUST-0080,2025-11-24,2,769.77,304.53999999999996,384.885,38,Low Value
CUST-0081,2025-12-18,4,9161.8,2454.03,2290.45,14,VIP
CUST-0082,2025-12-16,5,7639.16,1566.13,1527.8319999999999,16,High Value
CUST-0083,2025-09-08,7,11138.32,4077.64,1591.1885714285713,115,VIP
CUST-0085,2024-11-15,2,2160.68,851.62,1080.34,412,Low Value
CUST-0086,2025-11-19,5,2968.4900000000002,751.8100000000001,593.6980000000001,43,Medium Value
CUST-0087,2025-09-17,7,16215.869999999999,5689.79,2316.552857142857,106,VIP
CUST-0088,2025-05-26,5,3011.98,912.46,602.396,220,Medium Value
CUST-0089,2025-01-11,5,2246.7799999999997,734.39,449.35599999999994,355,Low Value
CUST-0090,2024-11-28,9,7018.37,2381.82,779.8188888888889,399,High Value
CUST-0091,2025-07-19,3,4637.76,1672.7199999999998,1545.92,166,Medium Value
CUST-0092,2023-12-29,4,1457.99,546.19,364.4975,734,Low Value
CUST-0093,2025-09-05,8,8509.7,2021.06,1063.7125,118,High Value
CUST-0094,2025-03-23,4,2786.75,1088.21,696.6875,284,Low Value
CUST-0095,2025-02-24,5,5434.389999999999,1552.01,1086.878,311,High Value
CUST-0096,2025-12-25,3,4868.08,1654.99,1622.6933333333334,7,Medium Value
CUST-0097,2025-08-12,4,5238.0599999999995,1238.71,1309.5149999999999,142,Medium Value
CUST-0098,2025-12-27,10,16370.369999999999,5457.05,1637.0369999999998,5,VIP
CUST-0099,2024-11-30,5,548.22,196.73000000000002,109.644,397,Low Value
CUST-0100,2025-09-16,8,11101.189999999999,3259.44,1387.6487499999998,107,VIP
CUST-0101,2025-07-14,10,11202.38,4258.3,1120.2379999999998,171,VIP
CUST-0102,2025-05-15,3,9140.369999999999,2110.64,3046.7899999999995,231,VIP
CUST-0103,2025-04-25,4,5184.41,1803.01,1296.1025,251,Medium Value
CUST-0104,2025-10-21,5,13726.46,4408.99,2745.292,72,VIP
CUST-0105,2024-07-11,3,4949.83,1239.3,1649.9433333333334,539,Medium Value
CUST-0106,2025-12-25,3,5239.179999999999,1054.81,1746.3933333333332,7,Medium Value
CUST-0107,2024-07-20,5,8401.630000000001,2789.54,1680.3260000000002,530,High Value
CUST-0108,2025-04-10,6,11813.3,3449.36,1968.8833333333332,266,VIP
CUST-0109,2025-01-12,7,4196.370000000001,1627.5,599.4814285714286,354,Medium Value
CUST-0110,2025-10-13,4,8117.73,2440.2599999999998,2029.4325,80,High Value
CUST-0111,2024-10-07,6,3108.85,1221.54,518.1416666666667,451,Medium Value
CUST-0112,2024-12-23,3,9124.619999999999,2675.79,3041.5399999999995,374,VIP
CUST-0113,2025-05-13,7,5563.29,1742.45,794.7557142857142,233,High Value
CUST-0114,2025-09-09,5,5552.55,1521.23,1110.51,114,High Value
CUST-0115,2025-12-22,10,10513.56,3180.65,1051.356,10,VIP
CUST-0116,2024-06-21,5,3897.12,955.6700000000001,779.424,559,Medium Value
CUST-0117,2025-12-29,8,4435.5,1486.56,554.4375,3,Medium Value
CUST-0118,2025-03-01,7,11018.32,4238.61,1574.0457142857142,306,VIP
CUST-0119,2025-10-01,4,4919.45,1920.0900000000001,1229.8625,92,Medium Value
CUST-0120,2024-11-02,2,647.8199999999999,231.06,323.90999999999997,425,Low Value
CUST-0121,2025-10-23,2,567.31,134.05,283.655,70,Low Value
CUST-0122,2023-11-07,3,2738.87,916.02,912.9566666666666,786,Low Value
CUST-0123,2025-11-22,3,1950.69,621.89,650.23,40,Low Value
CUST-0124,2025-07-08,1,96.14,19.48,96.14,177,Low Value
CUST-0125,2023-05-30,1,436.45,132.46,436.45,947,Low Value
CUST-0126,2025-11-10,6,7913.06,2881.02,1318.8433333333335,52,High Value
CUST-0127,2025-01-02,3,4283.18,1528.25,1427.7266666666667,364,Medium Value
CUST-0128,2025-09-15,4,7151.03,2129.25,1787.7575,108,High Value
CUST-0129,2024-09-09,2,2961.52,1012.64,1480.76,479,Medium Value
CUST-0130,2025-08-25,8,3827.51,1301.34,478.43875,129,Medium Value
CUST-0131,2025-03-15,3,4655.280000000001,1666.78,1551.7600000000002,292,Medium Value
CUST-0132,2025-12-07,5,9321.53,2112.43,1864.306,25,VIP
CUST-0133,2023-09-21,1,3569.35,1150.45,3569.35,833,Medium Value
CUST-0134,2025-11-05,3,4976.45,1581.96,1658.8166666666666,57,Medium Value
CUST-0135,2025-07-28,3,2244.19,575.6800000000001,748.0633333333334,157,Low Value
CUST-0136,2025-04-01,3,4564.68,1673.6999999999998,1521.5600000000002,275,Medium Value
CUST-0137,2025-04-13,3,830.64,196.63,276.88,263,Low Value
CUST-0138,2025-03-19,4,1196.33,354.08,299.0825,288,Low Value
CUST-0139,2024-05-23,5,1861.25,621.88,372.25,588,Low Value
CUST-0140,2024-12-30,8,12610.929999999998,4087.1000000000004,1576.3662499999998,367,VIP
CUST-0141,2025-02-11,5,3245.69,877.98,649.138,324,Medium Value
CUST-0142,2024-12-22,5,7193.16,2623.95,1438.632,375,High Value
CUST-0143,2025-04-09,4,4108.79,1000.13,1027.1975,267,Medium Value
CUST-0144,2025-09-18,2,545.96,184.74,272.98,105,Low Value
CUST-0145,2025-10-06,4,5364.08,1105.38,1341.02,87,Medium Value
CUST-0146,2024-05-30,6,3835.84,1155.89,639.3066666666667,581,Medium Value
CUST-0147,2025-12-12,5,4897.69,1835.1600000000003,979.5379999999999,20,Medium Value
CUST-0148,2025-08-27,9,4387.509999999999,1186.56,487.501111111111,127,Medium Value
CUST-0149,2025-05-01,6,5373.98,1594.37,895.6633333333333,245,Medium Value
CUST-0150,2025-11-12,8,5886.240000000001,1571.46,735.7800000000001,50,High Value
CUST-0151,2025-11-11,8,2459.41,930.75,307.42625,51,Low Value
CUST-0152,2025-04-14,6,7810.37,2833.92,1301.7283333333332,262,High Value
CUST-0153,2025-07-05,2,818.3100000000001,304.39,409.15500000000003,180,Low Value
CUST-0154,2025-06-21,5,5411.139999999999,1958.0500000000002,1082.2279999999998,194,Medium Value
CUST-0155,2025-02-22,6,6206.82,2105.4,1034.47,313,High Value
CUST-0156,2025-06-05,6,4189.7,1713.3300000000002,698.2833333333333,210,Medium Value
CUST-0157,2025-03-16,4,15964.720000000001,5358.51,3991.1800000000003,291,VIP
CUST-0158,2024-07-22,4,3835.7599999999998,1351.45,958.9399999999999,528,Medium Value
CUST-0159,2025-08-17,6,8603.42,2230.82,1433.9033333333334,137,High Value
CUST-0160,2025-09-27,4,4799.96,1375.06,1199.99,96,Medium Value
CUST-0161,2025-11-19,6,8401.470000000001,2739.7100000000005,1400.2450000000001,43,High Value
CUST-0162,2024-10-20,5,8118.1900000000005,2407.06,1623.6380000000001,438,High Value
CUST-0163,2025-01-07,4,2937.81,863.53,734.4525,359,Medium Value
CUST-0164,2025-07-18,3,1854.12,705.1899999999999,618.04,167,Low Value
CUST-0165,2025-11-13,5,4419.24,935.28,883.848,49,Medium Value
CUST-0166,2023-10-20,1,182.85,44.67,182.85,804,Low Value
CUST-0167,2024-10-03,6,5524.93,1894.5600000000002,920.8216666666667,455,High Value
CUST-0168,2024-05-22,3,1204.73,471.73,401.57666666666665,589,Low Value
CUST-0169,2025-09-03,3,2532.72,759.86,844.2399999999999,120,Low Value
CUST-0170,2023-12-06,4,9231.71,3056.2799999999997,2307.9275,757,VIP
CUST-0171,2025-08-20,8,9337.91,3198.07,1167.23875,134,VIP
CUST-0172,2024-11-15,4,2751.67,699.76,687.9175,412,Low Value
CUST-0173,2025-12-28,5,5662.73,1613.93,1132.5459999999998,4,High Value
CUST-0174,2024-08-22,2,7949.16,2189.9300000000003,3974.58,497,High Value
CUST-0175,2025-12-25,9,12014.24,3982.32,1334.9155555555556,7,VIP
CUST-0176,2025-05-10,1,4436.76,1520.54,4436.76,236,Medium Value
CUST-0178,2025-12-26,5,11746.41,3730.6000000000004,2349.282,6,VIP
CUST-0179,2025-12-19,7,8591.89,2396.84,1227.412857142857,13,High Value
CUST-0180,2024-03-13,3,3426.21,973.69,1142.07,659,Medium Value
CUST-0181,2025-12-10,7,9786.28,3092.02,1398.0400000000002,22,VIP
CUST-0182,2025-09-14,5,2257.85,759.41,451.57,109,Low Value
CUST-0183,2025-03-19,5,6064.139999999999,2487.8900000000003,1212.828,288,High Value
CUST-0184,2025-10-22,5,5375.87,1178.3300000000002,1075.174,71,Medium Value
CUST-0185,2025-07-03,6,4655.99,1637.5400000000002,775.9983333333333,182,Medium Value
CUST-0186,2025-06-22,10,15125.26,5174.9,1512.526,193,VIP
CUST-0187,2025-12-22,5,1722.69,492.47,344.538,10,Low Value
CUST-0188,2025-01-04,3,2619.48,727.9200000000001,873.16,362,Low Value
CUST-0189,2025-10-30,6,8844.99,2407.37,1474.165,63,High Value
CUST-0190,2025-08-07,4,2529.8999999999996,958.5699999999999,632.4749999999999,147,Low Value
CUST-0191,2025-06-17,2,304.27,125.95,152.135,198,Low Value
CUST-0192,2024-10-05,6,7915.23,2784.6400000000003,1319.205,453,High Value
CUST-0193,2025-08-10,3,5185.92,2129.3,1728.64,144,Medium Value
CUST-0194,2025-08-24,4,2510.03,667.38,627.5075,130,Low Value
CUST-0195,2024-04-08,3,2360.13,877.49,786.71,633,Low Value
CUST-0196,2025-05-04,5,7992.96,3209.01,1598.592,242,High Value
CUST-0197,2025-09-23,5,7824.0,2766.1499999999996,1564.8,100,High Value
CUST-0198,2025-12-03,9,6507.79,2011.98,723.0877777777778,29,High Value
CUST-0199,2024-12-15,5,5677.870000000001,1849.57,1135.574,382,High Value
CUST-0200,2025-06-02,5,8078.78,2184.87,1615.7559999999999,213,High Value
CUST-0201,2025-09-09,6,5060.58,1858.1799999999998,843.43,114,Medium Value
CUST-0202,2025-12-24,10,9036.23,2404.74,903.6229999999999,8,VIP
CUST-0203,2025-07-30,4,2254.9700000000003,758.8299999999999,563.7425000000001,155,Low Value
CUST-0204,2025-10-05,7,20329.329999999998,7958.41,2904.1899999999996,88,VIP
CUST-0205,2025-12-10,2,3906.33,749.11,1953.165,22,Medium Value
CUST-0206,2025-04-29,3,818.03,253.8,272.6766666666667,247,Low Value
CUST-0207,2025-07-24,4,5212.490000000001,1954.1899999999998,1303.1225000000002,161,Medium Value
CUST-0208,2024-06-11,5,1688.8100000000002,588.96,337.76200000000006,569,Low Value
CUST-0209,2025-12-25,9,6593.88,2500.26,732.6533333333333,7,High Value
CUST-0210,2025-08-08,1,342.76,135.21,342.76,146,Low Value
CUST-0211,2025-05-13,8,13974.43,4242.5,1746.80375,233,VIP
CUST-0212,2025-12-03,6,1714.34,706.13,285.7233333333333,29,Low Value
CUST-0213,2025-02-04,2,2737.26,736.63,1368.63,331,Low Value
CUST-0214,2025-05-29,5,4433.01,1248.06,886.6020000000001,217,Medium Value
CUST-0215,2025-01-02,7,11306.960000000001,3312.8900000000003,1615.2800000000002,364,VIP
CUST-0216,2025-08-05,8,3522.9700000000003,999.3599999999999,440.37125000000003,149,Medium Value
CUST-0217,2025-11-15,5,2268.87,660.46,453.774,47,Low Value
CUST-0218,2025-10-01,5,10759.66,3184.91,2151.932,92,VIP
CUST-0219,2025-12-19,7,2887.6,962.6600000000001,412.5142857142857,13,Low Value
CUST-0220,2025-10-27,10,14480.3,3546.81,1448.03,66,VIP
CUST-0221,2025-09-21,5,3598.13,912.2199999999999,719.626,102,Medium Value
CUST-0222,2025-06-15,5,9101.67,2205.7200000000003,1820.334,200,VIP
CUST-0223,2025-09-16,6,4713.12,1497.9299999999998,785.52,107,Medium Value
CUST-0224,2023-12-27,3,2631.76,780.0899999999999,877.2533333333334,736,Low Value
CUST-0225,2025-08-24,4,3784.21,1434.27,946.0525,130,Medium Value
CUST-0226,2025-04-15,6,4844.75,1396.12,807.4583333333334,261,Medium Value
CUST-0227,2025-11-27,8,16464.95,4956.62,2058.11875,35,VIP
CUST-0228,2025-06-27,7,11781.710000000001,3562.09,1683.1014285714286,188,VIP
CUST-0229,2025-12-07,4,1401.29,511.46999999999997,350.3225,25,Low Value
CUST-0230,2025-04-10,7,2774.72,791.66,396.3885714285714,266,Low Value
CUST-0231,2025-03-06,3,2772.6800000000003,1112.3,924.2266666666668,301,Low Value
CUST-0232,2025-07-20,2,522.9200000000001,183.95,261.46000000000004,165,Low Value
CUST-0233,2025-09-16,4,8367.15,2809.84,2091.7875,107,High Value
CUST-0234,2025-10-31,6,4727.53,1240.31,787.9216666666666,62,Medium Value
CUST-0235,2025-08-30,5,7546.860000000001,3087.7300000000005,1509.372,124,High Value
CUST-0236,2025-10-10,4,2899.4,1055.0,724.85,83,Low Value
CUST-0237,2025-10-09,5,5230.77,2007.92,1046.154,84,Medium Value
CUST-0238,2025-09-14,9,16302.369999999999,4281.39,1811.3744444444444,109,VIP
CUST-0239,2025-11-02,6,6777.07,1563.9499999999998,1129.5116666666665,60,High Value
CUST-0240,2025-10-13,8,10383.83,3442.1800000000003,1297.97875,80,VIP
CUST-0241,2025-12-15,5,3891.0299999999997,1093.79,778.2059999999999,17,Medium Value
CUST-0242,2025-12-10,7,6896.89,1846.78,985.2700000000001,22,High Value
CUST-0243,2025-02-20,2,3372.06,1362.61,1686.03,315,Medium Value
CUST-0244,2025-07-15,3,8953.07,2306.42,2984.3566666666666,170,VIP
CUST-0245,2025-10-12,3,7819.4,2799.11,2606.4666666666667,81,High Value
CUST-0246,2025-12-17,6,5786.88,1847.0,964.48,15,High Value
CUST-0247,2023-08-07,1,625.74,240.46,625.74,878,Low Value
CUST-0248,2025-12-21,6,10806.380000000001,3049.36,1801.0633333333335,11,VIP
CUST-0249,2025-12-31,8,6668.860000000001,2166.19,833.6075000000001,1,High Value
CUST-0250,2025-07-08,2,2741.26,893.7900000000001,1370.63,177,Low Value
CUST-0251,2025-12-29,7,10215.58,3407.4700000000003,1459.3685714285714,3,VIP
CUST-0252,2025-01-08,3,3773.73,967.41,1257.91,358,Medium Value
CUST-0253,2024-09-15,3,12963.42,3470.75,4321.14,473,VIP
CUST-0254,2025-09-22,6,16193.96,6665.43,2698.9933333333333,101,VIP
CUST-0255,2024-12-05,4,1035.1100000000001,401.76,258.77750000000003,392,Low Value
CUST-0256,2025-10-03,7,24179.65,8154.95,3454.2357142857145,90,VIP
CUST-0257,2024-07-23,1,500.58,92.27,500.58,527,Low Value
CUST-0258,2024-08-04,3,3559.48,769.5799999999999,1186.4933333333333,515,Medium Value
CUST-0259,2025-08-05,3,7312.5,2462.42,2437.5,149,High Value
CUST-0260,2025-12-04,5,4818.57,1527.2,963.7139999999999,28,Medium Value
CUST-0261,2025-02-26,8,5604.57,1190.88,700.57125,309,High Value
CUST-0262,2024-12-28,2,805.0500000000001,257.11,402.52500000000003,369,Low Value
CUST-0263,2025-07-14,8,9650.56,2669.1800000000003,1206.32,171,VIP
CUST-0264,2025-04-04,6,4108.38,1504.8700000000001,684.73,272,Medium Value
CUST-0265,2025-06-29,4,7726.5199999999995,2465.06,1931.6299999999999,186,High Value
CUST-0266,2025-08-30,11,21908.62,6166.77,1991.692727272727,124,VIP
CUST-0267,2025-05-16,4,8920.31,3297.86,2230.0775,230,VIP
CUST-0268,2025-10-26,7,3770.3199999999997,979.92,538.6171428571428,67,Medium Value
CUST-0269,2025-12-27,4,2504.08,662.82,626.02,5,Low Value
CUST-0270,2025-11-18,9,3383.33,1221.33,375.92555555555555,44,Medium Value
CUST-0271,2025-12-28,5,4289.08,1497.9199999999998,857.816,4,Medium Value
CUST-0272,2025-12-25,5,1901.15,669.11,380.23,7,Low Value
CUST-0273,2025-12-03,6,6667.13,2121.59,1111.1883333333333,29,High Value
CUST-0274,2025-12-10,4,7488.8,1694.1599999999999,1872.2,22,High Value
CUST-0275,2025-12-11,5,11142.88,2682.5099999999998,2228.576,21,VIP
CUST-0276,2024-10-26,5,9648.3,3990.34,1929.6599999999999,432,VIP
CUST-0277,2024-11-04,6,11202.56,4707.25,1867.0933333333332,423,VIP
CUST-0278,2025-08-01,6,8476.06,2222.1800000000003,1412.6766666666665,153,High Value
CUST-0279,2025-06-02,6,2169.51,718.93,361.58500000000004,213,Low Value
CUST-0280,2023-04-27,2,140.38,31.95,70.19,980,Low Value
CUST-0281,2025-09-26,6,6684.05,2061.08,1114.0083333333334,97,High Value
CUST-0282,2024-10-12,3,2132.6,720.63,710.8666666666667,446,Low Value
CUST-0283,2025-08-14,7,9711.93,3165.18,1387.4185714285716,140,VIP
CUST-0284,2025-12-06,10,12683.5,3713.2499999999995,1268.35,26,VIP
CUST-0285,2025-12-04,7,9226.58,3095.9,1318.0828571428572,28,VIP
CUST-0286,2025-05-14,4,3437.1499999999996,1084.94,859.2874999999999,232,Medium Value
CUST-0287,2025-05-10,3,7478.96,2500.01,2492.9866666666667,236,High Value
CUST-0288,2025-12-17,3,3472.33,815.6899999999999,1157.4433333333334,15,Medium Value
CUST-0289,2024-12-21,5,10086.08,3487.1,2017.216,376,VIP
CUST-0290,2025-01-28,4,927.89,238.22,231.9725,338,Low Value
CUST-0291,2025-03-15,4,3493.9400000000005,1302.06,873.4850000000001,292,Medium Value
CUST-0292,2025-07-12,7,6284.58,1849.76,897.7971428571428,173,High Value
CUST-0293,2025-10-19,5,4004.7,1252.5,800.9399999999999,74,Medium Value
CUST-0294,2025-04-14,3,2158.12,661.69,719.3733333333333,262,Low Value
CUST-0295,2025-10-14,6,12903.41,3154.4799999999996,2150.568333333333,79,VIP
CUST-0296,2025-05-22,9,17534.260000000002,4787.12,1948.2511111111114,224,VIP
CUST-0297,2024-09-21,1,592.67,225.2,592.67,467,Low Value
CUST-0298,2023-01-31,1,746.18,186.01,746.18,1066,Low Value
CUST-0299,2025-12-10,7,1468.46,445.84999999999997,209.78,22,Low Value
CUST-0300,2025-09-02,3,4102.08,1598.76,1367.36,121,Medium Value
CUST-0301,2025-12-29,6,2530.7799999999997,681.79,421.7966666666666,3,Low Value
CUST-0302,2024-07-13,2,260.2,98.15,130.1,537,Low Value
CUST-0303,2025-10-23,6,5144.68,1768.02,857.4466666666667,70,Medium Value
CUST-0304,2025-11-18,6,7682.8099999999995,2957.5499999999997,1280.4683333333332,44,High Value
CUST-0305,2024-12-28,5,6742.59,1483.02,1348.518,369,High Value
CUST-0306,2025-04-16,4,2062.94,730.99,515.735,260,Low Value
CUST-0307,2025-11-19,4,9254.18,3198.4700000000003,2313.545,43,VIP
CUST-0308,2024-11-21,4,5375.39,1950.82,1343.8475,406,Medium Value
CUST-0309,2024-04-25,2,549.38,146.32,274.69,616,Low Value
CUST-0310,2025-11-09,7,9284.970000000001,3132.92,1326.4242857142858,53,VIP
CUST-0311,2025-10-08,3,4083.37,1008.3699999999999,1361.1233333333332,85,Medium Value
CUST-0312,2025-06-01,6,6991.09,2798.58,1165.1816666666666,214,High Value
CUST-0313,2025-09-02,4,5708.07,1687.0900000000001,1427.0175,121,High Value
CUST-0314,2023-08-21,1,185.83,47.16,185.83,864,Low Value
CUST-0315,2025-11-30,4,1328.42,465.66,332.105,32,Low Value
CUST-0316,2025-06-03,8,3075.81,1121.18,384.47625,212,Medium Value
CUST-0317,2024-08-13,6,6793.139999999999,1974.7099999999998,1132.1899999999998,506,High Value
CUST-0318,2025-03-19,6,4077.4300000000003,1587.27,679.5716666666667,288,Medium Value
CUST-0319,2025-12-18,2,2967.75,878.0,1483.875,14,Medium Value
CUST-0320,2025-07-06,4,10124.86,2732.34,2531.215,179,VIP
CUST-0321,2025-10-28,4,5601.879999999999,1886.1100000000001,1400.4699999999998,65,High Value
CUST-0322,2025-09-01,5,11592.21,2278.27,2318.442,122,VIP
CUST-0323,2025-07-10,5,3146.4799999999996,1251.14,629.2959999999999,175,Medium Value
CUST-0324,2025-12-21,4,10269.73,2496.02,2567.4325,11,VIP
CUST-0325,2025-05-26,4,1720.3799999999999,445.88,430.09499999999997,220,Low Value
CUST-0326,2025-09-21,7,9551.93,3402.37,1364.5614285714287,102,VIP
CUST-0327,2025-12-29,7,9440.07,3179.14,1348.5814285714284,3,VIP
CUST-0328,2025-04-12,6,5016.969999999999,1439.51,836.1616666666665,264,Medium Value
CUST-0329,2025-12-23,7,12170.48,3712.18,1738.6399999999999,9,VIP
CUST-0330,2025-12-23,8,15312.4,5355.1,1914.05,9,VIP
CUST-0331,2025-08-01,7,13720.95,3809.23,1960.1357142857144,153,VIP
CUST-0332,2025-04-10,4,2450.51,800.22,612.6275,266,Low Value
CUST-0333,2025-05-18,6,1244.69,430.66,207.44833333333335,228,Low Value
CUST-0334,2025-05-01,7,4077.5,1273.84,582.5,245,Medium Value
CUST-0335,2024-09-28,6,6662.68,2409.09,1110.4466666666667,460,High Value
CUST-0336,2025-12-27,7,17299.04,5744.68,2471.2914285714287,5,VIP
CUST-0337,2025-03-20,5,983.93,306.71,196.786,287,Low Value
CUST-0338,2025-04-10,7,9408.83,2985.54,1344.1185714285714,266,VIP
CUST-0339,2025-04-18,5,13233.42,5248.48,2646.684,258,VIP
CUST-0340,2025-05-14,8,6173.72,1498.0,771.715,232,High Value
CUST-0341,2024-03-27,4,8291.73,2794.84,2072.9325,645,High Value
CUST-0342,2025-09-29,10,24385.42,7942.09,2438.542,94,VIP
CUST-0343,2025-12-14,6,11430.77,2790.63,1905.1283333333333,18,VIP
